bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1917306,2177,HF11,1,Introduced,2025-01-14,"A bill for an act modifying the earliest possible start date of the school calendar for school districts and accredited nonpublic schools.","A bill for an act modifying the earliest possible start date of the school calendar for school districts and accredited nonpublic schools.",1455,"House Education",2025-01-14,"Introduced, referred to Education. H.J. 40.",https://legiscan.com/IA/bill/HF11/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF11
1917428,2177,HF12,1,Introduced,2025-01-14,"A bill for an act relating to medical residency positions and audition clinicals for medical students and medical residency position applicants meeting certain criteria.(See HF 379.)","A bill for an act relating to medical residency positions and audition clinicals for medical students and medical residency position applicants meeting certain criteria.(See HF 379.)",0,,2025-02-13,"Committee report approving bill, renumbered as HF 379.",https://legiscan.com/IA/bill/HF12/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF12
1917538,2177,HF13,1,Introduced,2025-01-14,"A bill for an act relating to annual automatic increases in Medicaid provider reimbursement rates.","A bill for an act relating to annual automatic increases in Medicaid provider reimbursement rates.",4696,"House Health and Human Services",2025-01-14,"Introduced, referred to Health and Human Services. H.J. 40.",https://legiscan.com/IA/bill/HF13/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF13
1917199,2177,HF14,1,Introduced,2025-01-14,"A bill for an act relating to the controlled substance crystalline polymorph psilocybin.(See HF 383.)","A bill for an act relating to the controlled substance crystalline polymorph psilocybin.(See HF 383.)",0,,2025-02-24,"Withdrawn. H.J. 418.",https://legiscan.com/IA/bill/HF14/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF14
1917140,2177,HF15,1,Introduced,2025-01-14,"A bill for an act creating a rural attorney recruitment assistance program, and making appropriations.(See HF 209, HF 1001.)","A bill for an act creating a rural attorney recruitment assistance program, and making appropriations.(See HF 209, HF 1001.)",0,,2025-04-28,"Withdrawn. H.J. 1073.",https://legiscan.com/IA/bill/HF15/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF15
1917157,2177,HF16,1,Introduced,2025-01-14,"A bill for an act relating to indigent defense and the appointment of counsel by the court.","A bill for an act relating to indigent defense and the appointment of counsel by the court.",1460,"House Judiciary",2025-01-14,"Introduced, referred to Judiciary. H.J. 40.",https://legiscan.com/IA/bill/HF16/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF16
1917031,2177,HF17,1,Introduced,2025-01-14,"A bill for an act relating to surgical castration for certain sex offenses.","A bill for an act relating to surgical castration for certain sex offenses.",0,,2025-01-28,"Tabled until future meeting.",https://legiscan.com/IA/bill/HF17/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF17
1917080,2177,HF18,1,Introduced,2025-01-14,"A bill for an act establishing a diminished salary offset for unemployment benefits.","A bill for an act establishing a diminished salary offset for unemployment benefits.",4722,"House Labor and Workforce",2025-01-14,"Introduced, referred to Labor and Workforce. H.J. 41.",https://legiscan.com/IA/bill/HF18/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF18
1917414,2177,HF19,1,Introduced,2025-01-14,"A bill for an act modifying the costs eligible for emergency medical services fund expenditures, and including effective date provisions.(See HF 307.)","A bill for an act modifying the costs eligible for emergency medical services fund expenditures, and including effective date provisions.(See HF 307.)",0,,2025-03-14,"Withdrawn. H.J. 660.",https://legiscan.com/IA/bill/HF19/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF19
1917505,2177,HF20,1,Introduced,2025-01-14,"A bill for an act designating the acquisition of certain vehicles or vehicle equipment as a general county purpose.(See HF 380.)","A bill for an act designating the acquisition of certain vehicles or vehicle equipment as a general county purpose.(See HF 380.)",0,,2025-03-14,"Withdrawn. H.J. 660.",https://legiscan.com/IA/bill/HF20/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF20
1917622,2177,HF21,1,Introduced,2025-01-14,"A bill for an act relating to fishing privileges of disabled veterans, and making penalties applicable.(See HF 387.)","A bill for an act relating to fishing privileges of disabled veterans, and making penalties applicable.(See HF 387.)",0,,2025-05-14,"Withdrawn. H.J. 1219.",https://legiscan.com/IA/bill/HF21/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF21
1917521,2177,HF22,1,Introduced,2025-01-14,"A bill for an act relating to the allocation of nonresident deer hunting licenses and including effective date provisions.(See HF 388.)","A bill for an act relating to the allocation of nonresident deer hunting licenses and including effective date provisions.(See HF 388.)",0,,2025-02-13,"Committee report approving bill, renumbered as HF 388.",https://legiscan.com/IA/bill/HF22/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF22
1917360,2177,HF23,1,Introduced,2025-01-14,"A bill for an act relating to discharging firearms on public roadways, and making penalties applicable.","A bill for an act relating to discharging firearms on public roadways, and making penalties applicable.",1464,"House Public Safety",2025-02-11,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF23/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF23
1917467,2177,HF24,1,Introduced,2025-01-14,"A bill for an act relating to public contact with dangerous wild animals, and making penalties applicable.","A bill for an act relating to public contact with dangerous wild animals, and making penalties applicable.",0,,2025-01-16,"Tabled until future meeting.",https://legiscan.com/IA/bill/HF24/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF24
1917235,2177,HF25,1,Introduced,2025-01-14,"A bill for an act relating to the commission of a criminal offense while wearing a mask, clothing, or device to conceal the identity of the wearer, and providing penalties.","A bill for an act relating to the commission of a criminal offense while wearing a mask, clothing, or device to conceal the identity of the wearer, and providing penalties.",1464,"House Public Safety",2025-01-27,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF25/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF25
1917378,2177,HF26,1,Introduced,2025-01-14,"A bill for an act relating to the treatment of adoptive parent employees and making penalties applicable.(See HF 248.)","A bill for an act relating to the treatment of adoptive parent employees and making penalties applicable.(See HF 248.)",0,,2025-03-14,"Withdrawn. H.J. 660.",https://legiscan.com/IA/bill/HF26/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF26
1917095,2177,HF27,1,Introduced,2025-01-14,"A bill for an act relating to the deduction of the purchase amount of nonathletic school uniforms for purposes of the individual income tax, and including retroactive applicability provisions.","A bill for an act relating to the deduction of the purchase amount of nonathletic school uniforms for purposes of the individual income tax, and including retroactive applicability provisions.",1469,"House Ways and Means",2025-01-14,"Introduced, referred to Ways and Means. H.J. 42.",https://legiscan.com/IA/bill/HF27/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF27
1917250,2177,HF28,1,Introduced,2025-01-14,"A bill for an act relating to the creation of land redevelopment trusts.(See HF 1008.)","A bill for an act relating to the creation of land redevelopment trusts.(See HF 1008.)",0,,2025-04-17,"Withdrawn. H.J. 988.",https://legiscan.com/IA/bill/HF28/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF28
1917127,2177,HF29,1,Introduced,2025-01-14,"A bill for an act relating to maximum fur dealer license fees.","A bill for an act relating to maximum fur dealer license fees.",1469,"House Ways and Means",2025-01-14,"Introduced, referred to Ways and Means. H.J. 42.",https://legiscan.com/IA/bill/HF29/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF29
1917343,2177,HF30,1,Introduced,2025-01-14,"A bill for an act providing a deduction from the individual and corporate income taxes for the amount of certain income derived from indigent representation by an eligible law firm, and including retroactive applicability provisions.","A bill for an act providing a deduction from the individual and corporate income taxes for the amount of certain income derived from indigent representation by an eligible law firm, and including retroactive applicability provisions.",1469,"House Ways and Means",2025-04-03,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF30/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF30
1917483,2177,HF31,1,Introduced,2025-01-14,"A bill for an act creating the new resident and new graduate tax credits, available against the individual income tax, and including retroactive applicability provisions.","A bill for an act creating the new resident and new graduate tax credits, available against the individual income tax, and including retroactive applicability provisions.",1469,"House Ways and Means",2025-01-29,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF31/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF31
1918981,2177,HF32,1,Introduced,2025-01-14,"A bill for an act providing for the licensing of food processing plants, including certain operations located on the premises of farms or private residences, and providing fees.(See HF 179, HF 1006.)","A bill for an act providing for the licensing of food processing plants, including certain operations located on the premises of farms or private residences, and providing fees.(See HF 179, HF 1006.)",0,,2025-04-28,"Withdrawn. H.J. 1073.",https://legiscan.com/IA/bill/HF32/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF32
1918561,2177,HF33,1,Introduced,2025-01-14,"A bill for an act establishing an agriculture education grant program within the department of education and making appropriations.(See HF 369.)","A bill for an act establishing an agriculture education grant program within the department of education and making appropriations.(See HF 369.)",0,,2025-02-13,"Committee report approving bill, renumbered as HF 369.",https://legiscan.com/IA/bill/HF33/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF33
1918719,2177,HF34,1,Introduced,2025-01-14,"A bill for an act relating to the provision of information relating to immunization exemptions.(See HF 299.)","A bill for an act relating to the provision of information relating to immunization exemptions.(See HF 299.)",0,,2025-03-14,"Withdrawn. H.J. 660.",https://legiscan.com/IA/bill/HF34/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF34
1918692,2177,HF35,1,Introduced,2025-01-14,"A bill for an act relating to postsecondary schools and COVID-19 vaccine exemptions for clinical students.","A bill for an act relating to postsecondary schools and COVID-19 vaccine exemptions for clinical students.",4696,"House Health and Human Services",2025-01-23,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF35/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF35
1918997,2177,HF36,1,Introduced,2025-01-14,"A bill for an act relating to interpretation of law in administrative and judicial proceedings under the Iowa administrative procedure Act.(See HF 853.)","A bill for an act relating to interpretation of law in administrative and judicial proceedings under the Iowa administrative procedure Act.(See HF 853.)",0,,2025-03-07,"Committee report approving bill, renumbered as HF 853.",https://legiscan.com/IA/bill/HF36/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF36
1918759,2177,HF37,1,Introduced,2025-01-14,"A bill for an act relating to the salary of county attorneys in certain counties.(See HF 774.)","A bill for an act relating to the salary of county attorneys in certain counties.(See HF 774.)",0,,2025-03-05,"Committee report approving bill, renumbered as HF 774.",https://legiscan.com/IA/bill/HF37/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF37
1918505,2177,HF38,1,Introduced,2025-01-14,"A bill for an act authorizing cities to establish self-supported entertainment areas.(See HF 760, HF 1051.)","A bill for an act authorizing cities to establish self-supported entertainment areas.(See HF 760, HF 1051.)",0,,2025-03-05,"Committee report approving bill, renumbered as HF 760.",https://legiscan.com/IA/bill/HF38/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF38
1918576,2177,HF39,1,Introduced,2025-01-14,"A bill for an act relating to local governments by modifying individual property tax statements mailed to owners and taxpayers, and requiring notifications by mail of bond issuances.","A bill for an act relating to local governments by modifying individual property tax statements mailed to owners and taxpayers, and requiring notifications by mail of bond issuances.",0,,2025-01-21,"Tabled until future meeting.",https://legiscan.com/IA/bill/HF39/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF39
1918669,2177,HF40,1,Introduced,2025-01-14,"A bill for an act relating to mandatory revocation of driver's licenses, including immediate revocation for certain excessive speed violations.(See HF 569.)","A bill for an act relating to mandatory revocation of driver's licenses, including immediate revocation for certain excessive speed violations.(See HF 569.)",0,,2025-02-24,"Committee report approving bill, renumbered as HF 569.",https://legiscan.com/IA/bill/HF40/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF40
1918701,2177,HF41,1,Introduced,2025-01-14,"A bill for an act relating to additional penalties for violations for failing to reduce speed when required or otherwise control a motor vehicle that result in serious injury or death.(See HF 173.)","A bill for an act relating to additional penalties for violations for failing to reduce speed when required or otherwise control a motor vehicle that result in serious injury or death.(See HF 173.)",0,,2025-02-24,"Withdrawn. H.J. 418.",https://legiscan.com/IA/bill/HF41/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF41
1918938,2177,HF42,1,Introduced,2025-01-14,"A bill for an act relating to the review of an officer-involved shooting case by a county attorney.(See HF 549.)","A bill for an act relating to the review of an officer-involved shooting case by a county attorney.(See HF 549.)",0,,2025-03-14,"Withdrawn. H.J. 660.",https://legiscan.com/IA/bill/HF42/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF42
1918907,2177,HF43,1,Introduced,2025-01-14,"A bill for an act establishing the criminal offense of unlawful electronic transmission of sexually explicit visual material, and providing penalties.(See HF 899.)","A bill for an act establishing the criminal offense of unlawful electronic transmission of sexually explicit visual material, and providing penalties.(See HF 899.)",0,,2025-03-31,"Withdrawn. H.J. 871.",https://legiscan.com/IA/bill/HF43/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF43
1918650,2177,HF44,1,Introduced,2025-01-14,"A bill for an act relating to the sale and use of consumer fireworks.(See HF 702.)","A bill for an act relating to the sale and use of consumer fireworks.(See HF 702.)",0,,2025-05-14,"Withdrawn. H.J. 1219.",https://legiscan.com/IA/bill/HF44/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF44
1918956,2177,HF45,1,Introduced,2025-01-14,"A bill for an act relating to the penalty for speeding in excess of twenty miles per hour over the limit.(See HF 178.)","A bill for an act relating to the penalty for speeding in excess of twenty miles per hour over the limit.(See HF 178.)",0,,2025-03-07,"Withdrawn. H.J. 569.",https://legiscan.com/IA/bill/HF45/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF45
1918737,2177,HF46,1,Introduced,2025-01-14,"A bill for an act relating to law enforcement training concerning motorcyclist profiling.","A bill for an act relating to law enforcement training concerning motorcyclist profiling.",1464,"House Public Safety",2025-01-23,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF46/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF46
1919056,2177,HF47,1,Introduced,2025-01-14,"A bill for an act relating to confidential records including booking photographs.","A bill for an act relating to confidential records including booking photographs.",0,,2025-03-05,"Committee vote: Yeas, 20. Nays, 1. Excused, 2. H.J. 531.",https://legiscan.com/IA/bill/HF47/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF47
1918768,2177,HF48,1,Introduced,2025-01-14,"A bill for an act prohibiting employer control of employee political candidacy and contributions, and making penalties applicable.","A bill for an act prohibiting employer control of employee political candidacy and contributions, and making penalties applicable.",1466,"House State Government",2025-03-04,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF48/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF48
1918965,2177,HF49,1,Introduced,2025-01-14,"A bill for an act relating to a barbering and cosmetology establishment training program.(See HF 711.)","A bill for an act relating to a barbering and cosmetology establishment training program.(See HF 711.)",0,,2025-03-21,"Withdrawn. H.J. 772.",https://legiscan.com/IA/bill/HF49/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF49
1918747,2177,HF50,1,Introduced,2025-01-14,"A bill for an act relating to moneys received from citations issued using an automated or remote system for traffic law enforcement.","A bill for an act relating to moneys received from citations issued using an automated or remote system for traffic law enforcement.",1467,"House Transportation",2025-02-06,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF50/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF50
1918799,2177,HF51,1,Introduced,2025-01-14,"A bill for an act relating to obscenity, including the exposure of a minor to an obscene performance and admittance of a minor to a premises with obscene performances, establishing a private civil cause of action, and providing penalties.","A bill for an act relating to obscenity, including the exposure of a minor to an obscene performance and admittance of a minor to a premises with obscene performances, establishing a private civil cause of action, and providing penalties.",1460,"House Judiciary",2025-01-14,"Introduced, referred to Judiciary. H.J. 46.",https://legiscan.com/IA/bill/HF51/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF51
1918820,2177,HF52,1,Introduced,2025-01-14,"A bill for an act relating to civil liability of sports officials, providing criminal penalties for assault of sports officials, and including effective date and applicability provisions.","A bill for an act relating to civil liability of sports officials, providing criminal penalties for assault of sports officials, and including effective date and applicability provisions.",1464,"House Public Safety",2025-01-22,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF52/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF52
1918838,2177,HF53,1,Introduced,2025-01-14,"A bill for an act relating to the president Donald J. Trump highway, and including applicability provisions.","A bill for an act relating to the president Donald J. Trump highway, and including applicability provisions.",1467,"House Transportation",2025-01-14,"Introduced, referred to Transportation. H.J. 46.",https://legiscan.com/IA/bill/HF53/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF53
1919025,2177,HF54,1,Introduced,2025-01-14,"A bill for an act authorizing manufacturers of battery electric motor vehicles to be licensed as motor vehicle dealers.","A bill for an act authorizing manufacturers of battery electric motor vehicles to be licensed as motor vehicle dealers.",1467,"House Transportation",2025-01-14,"Introduced, referred to Transportation. H.J. 46.",https://legiscan.com/IA/bill/HF54/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF54
1918986,2177,HF55,1,Introduced,2025-01-14,"A bill for an act relating to mandatory minimum sentences relating to the control, possession, receipt, or transportation of a firearm or offensive weapon by a felon and providing penalties.(See HF 176.)","A bill for an act relating to mandatory minimum sentences relating to the control, possession, receipt, or transportation of a firearm or offensive weapon by a felon and providing penalties.(See HF 176.)",0,,2025-01-30,"Committee report approving bill, renumbered as HF 176.",https://legiscan.com/IA/bill/HF55/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF55
1919005,2177,HF56,1,Introduced,2025-01-14,"A bill for an act relating to the farm tenancy net income exclusion available against the individual income tax, and including effective date and retroactive applicability provisions.(See HF 624.)","A bill for an act relating to the farm tenancy net income exclusion available against the individual income tax, and including effective date and retroactive applicability provisions.(See HF 624.)",0,,2025-03-21,"Withdrawn. H.J. 772.",https://legiscan.com/IA/bill/HF56/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF56
1919906,2177,HF57,1,Introduced,2025-01-15,"A bill for an act providing for the direct shipment of beer, levying a barrel tax, providing fees, making penalties applicable, and including effective date provisions.(See HF 526.)","A bill for an act providing for the direct shipment of beer, levying a barrel tax, providing fees, making penalties applicable, and including effective date provisions.(See HF 526.)",0,,2025-02-20,"Committee report approving bill, renumbered as HF 526.",https://legiscan.com/IA/bill/HF57/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF57
1919838,2177,HF58,1,Introduced,2025-01-15,"A bill for an act relating to insurance coverage for the treatment of eating disorders.","A bill for an act relating to insurance coverage for the treatment of eating disorders.",1453,"House Commerce",2025-01-15,"Introduced, referred to Commerce. H.J. 61.",https://legiscan.com/IA/bill/HF58/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF58
1919610,2177,HF59,1,Introduced,2025-01-15,"A bill for an act creating a grocer reinvestment program, a local produce processing grant program, and a grocer reinvestment and local food processing fund under the purview of the economic development authority, modifying the local food and farm program, and making appropriations.(See HF 550, HF 1032.)","A bill for an act creating a grocer reinvestment program, a local produce processing grant program, and a grocer reinvestment and local food processing fund under the purview of the economic development authority, modifying the local food and farm program, and making appropriations.(See HF 550, HF 1032.)",0,,2025-04-28,"Withdrawn. H.J. 1073.",https://legiscan.com/IA/bill/HF59/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF59
1919722,2177,HF60,1,Introduced,2025-01-15,"A bill for an act relating to budget adjustments by school districts affected by a natural disaster.(See HF 315.)","A bill for an act relating to budget adjustments by school districts affected by a natural disaster.(See HF 315.)",0,,2025-03-14,"Withdrawn. H.J. 660.",https://legiscan.com/IA/bill/HF60/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF60
1919884,2177,HF61,1,Introduced,2025-01-15,"A bill for an act relating to the disclosure of prices charged for certain health services rendered by health care providers and hospitals.","A bill for an act relating to the disclosure of prices charged for certain health services rendered by health care providers and hospitals.",4696,"House Health and Human Services",2025-01-15,"Introduced, referred to Health and Human Services. H.J. 62.",https://legiscan.com/IA/bill/HF61/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF61
1919470,2177,HF62,1,Introduced,2025-01-15,"A bill for an act relating to obscene material available on devices and imposing civil liability on certain entities who publish or distribute obscene material on the internet.(See HF 864.)","A bill for an act relating to obscene material available on devices and imposing civil liability on certain entities who publish or distribute obscene material on the internet.(See HF 864.)",0,,2025-03-21,"Withdrawn. H.J. 772.",https://legiscan.com/IA/bill/HF62/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF62
1919700,2177,HF63,1,Introduced,2025-01-15,"A bill for an act establishing the criminal offense of human smuggling, and providing penalties.","A bill for an act establishing the criminal offense of human smuggling, and providing penalties.",1460,"House Judiciary",2025-01-15,"Introduced, referred to Judiciary. H.J. 62.",https://legiscan.com/IA/bill/HF63/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF63
1919359,2177,HF64,1,Introduced,2025-01-15,"A bill for an act relating to the dissemination and exhibition of obscene material to minors and providing penalties.(See HF 306.)","A bill for an act relating to the dissemination and exhibition of obscene material to minors and providing penalties.(See HF 306.)",0,,2025-03-14,"Withdrawn. H.J. 660.",https://legiscan.com/IA/bill/HF64/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF64
1919491,2177,HF65,1,Introduced,2025-01-15,"A bill for an act relating to deer depredation.(See HF 378.)","A bill for an act relating to deer depredation.(See HF 378.)",0,,2025-02-13,"Committee report approving bill, renumbered as HF 378.",https://legiscan.com/IA/bill/HF65/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF65
1919746,2177,HF66,1,Introduced,2025-01-15,"A bill for an act establishing daylight saving time as the official time in this state throughout the year.","A bill for an act establishing daylight saving time as the official time in this state throughout the year.",1466,"House State Government",2025-01-29,"Subcommittee recommends passage.",https://legiscan.com/IA/bill/HF66/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF66
1919635,2177,HF67,1,Introduced,2025-01-15,"A bill for an act modifying the earliest possible start date of the school calendar for school districts and accredited nonpublic schools.","A bill for an act modifying the earliest possible start date of the school calendar for school districts and accredited nonpublic schools.",1455,"House Education",2025-01-15,"Introduced, referred to Education. H.J. 63.",https://legiscan.com/IA/bill/HF67/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF67
1922937,2177,HF68,1,Introduced,2025-01-16,"A bill for an act modifying provisions related to open enrollment policies and English-language learners.(See HF 900.)","A bill for an act modifying provisions related to open enrollment policies and English-language learners.(See HF 900.)",0,,2025-03-10,"Committee report approving bill, renumbered as HF 900.",https://legiscan.com/IA/bill/HF68/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF68
1922660,2177,HF69,1,Introduced,2025-01-16,"A bill for an act relating to the sale, possession, and consumption of alcoholic liquor, wine, or beer on public school property under certain circumstances, and including effective date provisions.(See HF 769.)","A bill for an act relating to the sale, possession, and consumption of alcoholic liquor, wine, or beer on public school property under certain circumstances, and including effective date provisions.(See HF 769.)",0,,2025-03-05,"Committee report approving bill, renumbered as HF 769.",https://legiscan.com/IA/bill/HF69/2025,https://www.legis.iowa.gov/legislation/BillBook?ga=91&ba=HF69
