bill_id,date,chamber,sequence,action
1916354,2025-02-04,Senate,3,"Subcommittee Meeting: 02/06/2025 10:30AM Room 217 Conference Room."
1916354,2025-02-06,Senate,4,"Subcommittee recommends passage."
1916354,2025-02-12,Senate,5,"Committee report approving bill, renumbered as SF 283. S.J. 257."
1916403,2025-01-13,Senate,1,"Introduced, referred to Local Government. S.J. 35."
1916403,2025-01-14,Senate,2,"Subcommittee: Taylor, Lofgren, and Quirmbach. S.J. 71."
1916403,2025-01-17,Senate,3,"Subcommittee Meeting: 01/22/2025 11:00AM Senate Lounge."
1916403,2025-01-22,Senate,4,"Subcommittee recommends passage."
1916454,2025-01-13,Senate,1,"Introduced, referred to State Government. S.J. 37."
1916454,2025-01-16,Senate,2,"Subcommittee: Webster, Blake, and Driscoll. S.J. 107."
1916454,2025-02-04,Senate,3,"Subcommittee Meeting: 02/06/2025 9:30AM Room 217 Conference Room."
1916454,2025-02-06,Senate,4,"Subcommittee recommends amendment and passage."
1916454,2025-02-13,Senate,5,"Committee report approving bill, renumbered as SF 314. S.J. 274."
1916503,2025-01-13,Senate,1,"Introduced, referred to Veterans Affairs. S.J. 36."
1916503,2025-01-15,Senate,2,"Subcommittee: Alons, Pike, and Townsend. S.J. 90."
1916503,2025-01-15,Senate,3,"Subcommittee Meeting: 01/16/2025 11:30AM Senate Lounge."
1916503,2025-01-16,Senate,4,"Subcommittee recommends amendment and passage. []."
1916554,2025-01-13,Senate,1,"Introduced, referred to Commerce. S.J. 37."
1916554,2025-01-15,Senate,2,"Subcommittee: Webster, Dickey, and Petersen. S.J. 90."
1916599,2025-01-13,Senate,1,"Introduced, referred to Natural Resources and Environment. S.J. 36."
1916599,2025-01-14,Senate,2,"Subcommittee: Shipley, De Witt, and Trone Garriott. S.J. 71."
1916599,2025-01-15,Senate,3,"Subcommittee Meeting: 01/16/2025 11:45AM Room 217 Conference Room."
1916599,2025-01-16,Senate,4,"Subcommittee recommends amendment and passage. []."
1916599,2025-01-29,Senate,5,"Committee report approving bill, renumbered as SF 148. S.J. 163."
1917017,2025-01-14,House,1,"Introduced, referred to Public Safety. H.J. 39."
1917017,2025-01-15,House,2,"Subcommittee: Gustoff, Gosa and Hermanson. H.J. 80."
1917017,2025-01-16,House,3,"Subcommittee Meeting: 01/21/2025 11:30AM RM 19."
1917017,2025-01-21,House,4,"Subcommittee recommends passage."
1917017,2025-02-26,House,5,"Committee report, recommending passage. H.J. 443."
1917017,2025-02-26,House,6,"Committee vote: Yeas, 15. Nays, 7. Excused, 1. H.J. 443."
1917017,2025-03-05,House,7,"Committee report approving bill, renumbered as HF 764."
1917031,2025-01-14,House,1,"Introduced, referred to Judiciary. H.J. 41."
1917031,2025-01-16,House,2,"Subcommittee: Wheeler, Fett and Olson. H.J. 98."
1917031,2025-01-27,House,3,"Subcommittee Meeting: 01/28/2025 12:30PM RM 304."
1917031,2025-01-28,House,4,"Tabled until future meeting."
1917047,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1917047,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1917047,2025-01-14,Senate,3,"Subcommittee: Taylor, Quirmbach, and Rowley."
1917047,2025-01-21,Senate,4,"Subcommittee Meeting: 01/22/2025 11:30AM Senate Lounge."
1917047,2025-01-22,Senate,5,"Subcommittee recommends passage."
1917047,2025-01-28,Senate,6,"Committee report approving bill, renumbered as SF 149."
1917062,2025-01-14,House,1,"Introduced, referred to Natural Resources. H.J. 38."
1917062,2025-01-21,House,2,"Subcommittee: Fisher, Gjerde and Wulf. H.J. 105."
1917062,2025-01-21,House,3,"Subcommittee Meeting: 01/22/2025 12:30PM RM 304."
1917062,2025-01-22,House,4,"Subcommittee recommends passage."
1917062,2025-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 298."
1917062,2025-02-11,House,6,"Committee vote: Yeas, 13. Nays, 8. H.J. 298."
1917062,2025-02-13,House,7,"Committee report approving bill, renumbered as HJR 7."
1917080,2025-01-14,House,1,"Introduced, referred to Labor and Workforce. H.J. 41."
1917095,2025-01-14,House,1,"Introduced, referred to Ways and Means. H.J. 42."
1917109,2025-01-14,House,1,"Introduced, referred to Commerce. H.J. 39."
1917109,2025-01-22,House,2,"Subcommittee: Determann, Bagniewski and Thomson, C. H.J. 115."
1917109,2025-01-27,House,3,"Subcommittee Meeting: 01/29/2025 3:30PM House Lounge."
1917109,2025-01-29,House,4,"Subcommittee recommends passage."
1917127,2025-01-14,House,1,"Introduced, referred to Ways and Means. H.J. 42."
1917140,2025-01-14,House,1,"Introduced, referred to Judiciary. H.J. 40."
1917140,2025-01-16,House,2,"Subcommittee: Lohse, Croken and Williams. H.J. 98."
1917140,2025-01-21,House,3,"Subcommittee Meeting: 01/22/2025 12:30PM RM 19."
1917140,2025-01-22,House,4,"Subcommittee recommends passage."
1917140,2025-01-30,House,5,"Committee report, recommending amendment and passage. H.J. 174."
1917140,2025-01-30,House,6,"Committee vote: Yeas, 21. Nays, 0. H.J. 174."
1917140,2025-02-06,House,7,"Committee report approving bill, renumbered as HF 209."
1917140,2025-04-28,House,8,"Withdrawn. H.J. 1073."
1917157,2025-01-14,House,1,"Introduced, referred to Judiciary. H.J. 40."
1917179,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1917179,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1917179,2025-01-14,Senate,3,"Subcommittee: Shipley, Blake, and Green."
1917179,2025-01-28,Senate,4,"Subcommittee Meeting: 01/29/2025 11:00AM Room 315."
1917179,2025-01-29,Senate,5,"Subcommittee recommends passage."
1917179,2025-02-11,Senate,6,"Committee report approving bill, renumbered as SF 284."
1917199,2025-01-14,House,1,"Introduced, referred to Health and Human Services. H.J. 40."
1917199,2025-01-22,House,2,"Subcommittee: Barker, Bergan and Turek. H.J. 116."
1917199,2025-02-03,House,3,"Subcommittee Meeting: 02/06/2025 12:00PM RM 304."
1917199,2025-02-06,House,4,"Subcommittee recommends passage."
1917199,2025-02-11,House,5,"Committee report, recommending passage. H.J. 296."
1917199,2025-02-11,House,6,"Committee vote: Yeas, 20. Nays, 0. Excused, 1. H.J. 296."
1917199,2025-02-13,House,7,"Committee report approving bill, renumbered as HF 383."
1917199,2025-02-24,House,8,"Withdrawn. H.J. 418."
1917213,2025-01-14,House,1,"Introduced, referred to Education. H.J. 40."
1917213,2025-01-21,House,2,"Subcommittee: Moore, T., Johnson, C. and Madison. H.J. 105."
1917213,2025-01-22,House,3,"Subcommittee Meeting: 01/23/2025 12:15PM House Lounge."
1917213,2025-01-23,House,4,"Subcommittee recommends passage."
1917213,2025-01-28,House,5,"Committee report, recommending amendment and passage. H.J. 142."
1917213,2025-01-28,House,6,"Committee vote: Yeas, 22. Nays, 0. Excused, 1. H.J. 142."
1917213,2025-01-30,House,7,"Committee report approving bill, renumbered as HF 174."
1917213,2025-02-24,House,8,"Withdrawn. H.J. 418."
1917235,2025-01-14,House,1,"Introduced, referred to Public Safety. H.J. 42."
1917235,2025-01-15,House,2,"Subcommittee: Holt, Amos Jr. and Gustoff. H.J. 81."
1917235,2025-01-22,House,3,"Subcommittee Meeting: 01/27/2025 12:00PM RM 103."
1917235,2025-01-27,House,4,"Subcommittee recommends passage."
1917250,2025-01-14,House,1,"Introduced, referred to Ways and Means. H.J. 42."
1917250,2025-01-23,House,2,"Subcommittee: Nordman, Wichtendahl and Wills, J. H.J. 122."
1917250,2025-01-27,House,3,"Subcommittee Meeting: 01/29/2025 12:00PM RM 304."
1917250,2025-01-29,House,4,"Subcommittee recommends passage."
1917250,2025-04-09,House,5,"Committee report, recommending passage. H.J. 922."
1917250,2025-04-09,House,6,"Committee vote: Yeas, 24. Nays, 0. Excused, 1. H.J. 922."
1917250,2025-04-14,House,7,"Committee report approving bill, renumbered as HF 1008."
1917250,2025-04-17,House,8,"Withdrawn. H.J. 988."
1917267,2025-01-14,House,1,"Introduced, referred to Commerce. H.J. 39."
1917267,2025-01-22,House,2,"Subcommittee: Wills, J., Barker and Wilson. H.J. 115."
1917267,2025-01-27,House,3,"Subcommittee Meeting: 01/28/2025 7:30AM House Lounge."
1917267,2025-01-29,House,4,"Subcommittee recommends passage."
1917286,2025-01-14,House,1,"Introduced, referred to Education. H.J. 38."
1917286,2025-01-21,House,2,"Subcommittee: Stone, Behn and Matson. H.J. 105."
1917286,2025-01-21,House,3,"Subcommittee Meeting: 01/22/2025 3:00PM RM 304."
1917286,2025-01-22,House,4,"Subcommittee recommends passage."
1917286,2025-01-29,House,5,"Committee report, recommending passage. H.J. 141."
1917286,2025-01-29,House,6,"Committee vote: Yeas, 15. Nays, 8. H.J. 142."
1917286,2025-01-30,House,7,"Committee report approving bill, renumbered as HF 189."
1917286,2025-03-21,House,8,"Withdrawn. H.J. 772."
1917306,2025-01-14,House,1,"Introduced, referred to Education. H.J. 40."
1917320,2025-01-14,House,1,"Introduced, referred to Commerce. H.J. 39."
1917320,2025-01-22,House,2,"Subcommittee: Latham, Bossman and Scheetz. H.J. 116."
1917320,2025-02-03,House,3,"Subcommittee Meeting: 02/05/2025 12:30PM RM 19."
1917320,2025-02-05,House,4,"Subcommittee recommends passage."
1917320,2025-02-18,House,5,"Committee report, recommending amendment and passage. H.J. 351."
1917320,2025-02-18,House,6,"Committee vote: Yeas, 20. Nays, 2. Excused, 1. H.J. 351."
1917320,2025-02-20,House,7,"Committee report approving bill, renumbered as HF 545."
1917343,2025-01-14,House,1,"Introduced, referred to Ways and Means. H.J. 42."
1917343,2025-02-20,House,2,"Subcommittee: Jones, Gjerde and Vondran. H.J. 405."
1917343,2025-04-02,House,3,"Subcommittee Meeting: 04/03/2025 8:15AM House Lounge."
1917343,2025-04-03,House,4,"Subcommittee recommends passage."
1917360,2025-01-14,House,1,"Introduced, referred to Public Safety. H.J. 41."
1917360,2025-01-15,House,2,"Subcommittee: Dieken, Fisher and Kressig. H.J. 81."
1917360,2025-02-05,House,3,"Subcommittee Meeting: 02/11/2025 8:30AM House Lounge 2."
1917360,2025-02-11,House,4,"Subcommittee recommends passage."
1917378,2025-01-14,House,1,"Introduced, referred to State Government. H.J. 42."
1917378,2025-01-23,House,2,"Subcommittee: Smith, Siegrist and Srinivas. H.J. 122."
1917378,2025-01-23,House,3,"Subcommittee Meeting: 01/28/2025 12:30PM RM 19."
1917378,2025-01-28,House,4,"Subcommittee recommends passage."
1917378,2025-02-05,House,5,"Committee report, recommending passage. H.J. 185."
1917378,2025-02-05,House,6,"Committee vote: Yeas, 23. Nays, 0. H.J. 185."
1917378,2025-02-06,House,7,"Committee report approving bill, renumbered as HF 248."
1917378,2025-03-14,House,8,"Withdrawn. H.J. 660."
1917398,2025-01-14,House,1,"Introduced, referred to Education. H.J. 39."
1917414,2025-01-14,House,1,"Introduced, referred to Local Government. H.J. 41."
1917414,2025-01-15,House,2,"Subcommittee: Wheeler, Determann and Gosa. H.J. 81."
1917414,2025-01-23,House,3,"Subcommittee Meeting: 01/27/2025 4:00PM House Lounge."
1917414,2025-01-28,House,4,"Subcommittee recommends passage."
1917414,2025-02-06,House,5,"Committee report, recommending passage. H.J. 270."
1917414,2025-02-06,House,6,"Committee vote: Yeas, 18. Nays, 0. Excused, 2. H.J. 270."
1917414,2025-02-10,House,7,"Committee report approving bill, renumbered as HF 307."
1917414,2025-03-14,House,8,"Withdrawn. H.J. 660."
1917428,2025-01-14,House,1,"Introduced, referred to Health and Human Services. H.J. 40."
1917428,2025-01-14,House,2,"Subcommittee: Meyer, A., Baeth and Gehlbach. H.J. 60."
1917428,2025-01-15,House,3,"Subcommittee Meeting: 01/22/2025 8:00AM House Lounge."
1917428,2025-01-22,House,4,"Subcommittee recommends passage."
1917428,2025-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 295."
1917428,2025-02-11,House,6,"Committee vote: Yeas, 15. Nays, 5. Excused, 1. H.J. 295."
1917428,2025-02-13,House,7,"Committee report approving bill, renumbered as HF 379."
1917448,2025-01-14,House,1,"Introduced, referred to Commerce. H.J. 39."
1917448,2025-01-22,House,2,"Subcommittee: Young, Vondran and Zabner. H.J. 115."
1917448,2025-01-27,House,3,"Subcommittee Meeting: 01/28/2025 3:30PM RM 102."
1917448,2025-01-28,House,4,"Subcommittee recommends passage."
1917448,2025-02-06,House,5,"Committee report, recommending amendment and passage. H.J. 266."
1917448,2025-02-06,House,6,"Committee vote: Yeas, 23. Nays, 0. H.J. 266."
1917448,2025-02-11,House,7,"Committee report approving bill, renumbered as HF 330."
1917448,2025-02-24,House,8,"Withdrawn. H.J. 418."
1917467,2025-01-14,House,1,"Introduced, referred to Public Safety. H.J. 41."
1917467,2025-01-15,House,2,"Subcommittee: Wills, J., Fisher and Wessel-Kroeschell. H.J. 81."
1917467,2025-01-15,House,3,"Subcommittee Meeting: 01/16/2025 11:30AM House Lounge."
1917467,2025-01-16,House,4,"Tabled until future meeting."
1917483,2025-01-14,House,1,"Introduced, referred to Ways and Means. H.J. 42."
1917483,2025-01-23,House,2,"Subcommittee: Young, James and Jones. H.J. 122."
1917483,2025-01-29,House,3,"Subcommittee Meeting: 01/29/2025 3:00PM House Lounge."
1917483,2025-01-29,House,4,"Subcommittee recommends passage."
1917505,2025-01-14,House,1,"Introduced, referred to Local Government. H.J. 41."
1917505,2025-01-15,House,2,"Subcommittee: Determann, Bloomingdale and McBurney. H.J. 81."
1917505,2025-01-22,House,3,"Subcommittee Meeting: 01/23/2025 12:00PM RM 103."
1917505,2025-01-23,House,4,"Subcommittee recommends passage."
1917505,2025-02-11,House,5,"Committee report, recommending passage. H.J. 298."
1917505,2025-02-11,House,6,"Committee vote: Yeas, 20. Nays, 0. H.J. 298."
1917505,2025-02-13,House,7,"Committee report approving bill, renumbered as HF 380."
1917505,2025-03-14,House,8,"Withdrawn. H.J. 660."
1917521,2025-01-14,House,1,"Introduced, referred to Natural Resources. H.J. 41."
1917521,2025-01-21,House,2,"Subcommittee: Collins, Harris and Scholten. H.J. 105."
1917521,2025-01-21,House,3,"Subcommittee Meeting: 01/23/2025 8:00AM House Lounge 2."
1917521,2025-01-23,House,4,"Subcommittee recommends passage."
1917521,2025-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 299."
1917521,2025-02-11,House,6,"Committee vote: Yeas, 13. Nays, 8. H.J. 299."
1917521,2025-02-13,House,7,"Committee report approving bill, renumbered as HF 388."
1917538,2025-01-14,House,1,"Introduced, referred to Health and Human Services. H.J. 40."
1917559,2025-01-14,House,1,"Introduced, referred to Education. H.J. 39."
1917571,2025-01-14,House,1,"Introduced, referred to Health and Human Services. H.J. 38."
1917571,2025-01-14,House,2,"Subcommittee: Ingels, Matson and Meyer, A. H.J. 60."
1917571,2025-01-21,House,3,"Subcommittee Meeting: 01/23/2025 12:00PM RM 102."
1917571,2025-01-23,House,4,"Subcommittee recommends passage."
1917571,2025-02-06,House,5,"Committee report, recommending passage. H.J. 281."
1917571,2025-02-06,House,6,"Committee vote: Yeas, 20. Nays, 0. Excused, 1. H.J. 281."
1917571,2025-02-10,House,7,"Committee report approving bill, renumbered as HF 305."
1917571,2025-02-24,House,8,"Withdrawn. H.J. 418."
1917587,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1917587,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1917587,2025-01-14,Senate,3,"Subcommittee: Westrich, Bisignano, and Dickey."
1917587,2025-01-27,Senate,4,"Subcommittee Meeting: 01/29/2025 2:00PM Room 217 Conference Room."
1917587,2025-01-29,Senate,5,"Subcommittee recommends amendment and passage."
1917605,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1917605,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1917605,2025-01-14,Senate,3,"Subcommittee: Webster, Blake, and Dickey."
1917605,2025-01-15,Senate,4,"Subcommittee Meeting: 01/21/2025 9:30AM Room 217 Conference Room."
1917605,2025-01-21,Senate,5,"Subcommittee recommends passage. []."
1917605,2025-02-11,Senate,6,"Committee report approving bill, renumbered as SF 285."
1917622,2025-01-14,House,1,"Introduced, referred to Natural Resources. H.J. 41."
1917622,2025-01-21,House,2,"Subcommittee: Gearhart, Andrews and Turek. H.J. 105."
1917622,2025-01-22,House,3,"Subcommittee Meeting: 01/23/2025 1:00PM RM 19."
1917622,2025-01-23,House,4,"Subcommittee recommends passage."
1917622,2025-02-11,House,5,"Committee report, recommending amendment and passage. H.J. 298."
1917622,2025-02-11,House,6,"Committee vote: Yeas, 21. Nays, 0. H.J. 298."
1917622,2025-02-13,House,7,"Committee report approving bill, renumbered as HF 387."
1917622,2025-05-14,House,8,"Withdrawn. H.J. 1219."
1917649,2025-01-14,Senate,1,"By COMMITTEE ON HEALTH AND HUMAN SERVICES"
1917649,2025-01-14,Senate,2,"Introduced, referred to Health and Human Services."
1917649,2025-01-16,Senate,3,"Subcommittee: Klimesh, Lofgren, and Trone Garriott."
1917649,2025-01-16,Senate,4,"Subcommittee Meeting: 01/22/2025 2:00PM Senate Lounge."
1917649,2025-01-22,Senate,5,"Subcommittee recommends passage."
1917649,2025-02-06,Senate,6,"Committee report approving bill, renumbered as SF 232."
1917739,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1917739,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1917739,2025-01-14,Senate,3,"Subcommittee: Bousselot, Knox, and Taylor."
1917739,2025-02-03,Senate,4,"Subcommittee Meeting: 02/05/2025 2:00PM Room 217 Conference Room."
1917739,2025-02-05,Senate,5,"Subcommittee recommends passage."
1917739,2025-02-11,Senate,6,"Committee report approving bill, renumbered as SF 287."
1917833,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1917833,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1917833,2025-01-14,Senate,3,"Subcommittee: Dawson, Blake, and Schultz."
1917833,2025-01-16,Senate,4,"Subcommittee Meeting: 01/22/2025 10:00AM Room 217 Conference Room."
1917833,2025-01-22,Senate,5,"Subcommittee recommends passage."
1917833,2025-02-19,Senate,6,"Committee report approving bill, renumbered as SF 393."
1917926,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1917926,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1917926,2025-01-14,Senate,3,"Subcommittee: Taylor, Evans, and Petersen."
1917926,2025-01-21,Senate,4,"Subcommittee Meeting: 01/22/2025 2:00PM Room 315."
1917926,2025-01-22,Senate,5,"Subcommittee recommends passage."
1917926,2025-01-28,Senate,6,"Committee report approving bill, renumbered as SF 154."
1918021,2025-01-14,Senate,1,"By COMMITTEE ON LOCAL GOVERNMENT"
1918021,2025-01-14,Senate,2,"Introduced, referred to Local Government."
1918021,2025-01-14,Senate,3,"Subcommittee: Webster, Driscoll, and Weiner."
1918021,2025-01-21,Senate,4,"Subcommittee Meeting: 01/21/2025 2:00PM Room 217 Conference Room."
1918021,2025-01-21,Senate,5,"Subcommittee recommends passage."
1918021,2025-02-12,Senate,6,"Committee report approving bill, renumbered as []."
1918115,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1918115,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1918115,2025-01-14,Senate,3,"Subcommittee: Taylor, Bousselot, and Knox."
1918115,2025-01-16,Senate,4,"Subcommittee Meeting: 01/23/2025 10:30AM Room 217 Conference Room."
1918115,2025-01-23,Senate,5,"Subcommittee recommends passage."
1918115,2025-01-28,Senate,6,"Committee report approving bill, renumbered as SF 174."
1918208,2025-01-14,Senate,1,"By COMMITTEE ON LOCAL GOVERNMENT"
1918208,2025-01-14,Senate,2,"Introduced, referred to Local Government."
1918208,2025-01-14,Senate,3,"Subcommittee: Sires, Driscoll, and Wahls."
1918208,2025-01-27,Senate,4,"Subcommittee Meeting: 01/30/2025 10:00AM Room 217 Conference Room."
1918208,2025-01-30,Senate,5,"Subcommittee recommends passage."
1918301,2025-01-14,Senate,1,"By COMMITTEE ON JUDICIARY"
1918301,2025-01-14,Senate,2,"Introduced, referred to Judiciary."
1918301,2025-01-14,Senate,3,"Subcommittee: Lofgren, Bisignano, and Reichman."
1918301,2025-01-14,Senate,4,"Subcommittee Meeting: 01/15/2025 9:30AM Senate Lounge."
1918301,2025-01-15,Senate,5,"Subcommittee recommends amendment and passage. []."
1918301,2025-03-04,Senate,6,"Committee report approving bill, renumbered as SF 524."
1918395,2025-01-14,Senate,1,"By COMMITTEE ON LOCAL GOVERNMENT"
1918395,2025-01-14,Senate,2,"Introduced, referred to Local Government."
1918395,2025-01-14,Senate,3,"Subcommittee: Westrich, Driscoll, and Knox."
1918505,2025-01-14,House,1,"Introduced, referred to Local Government. H.J. 44."
1918505,2025-01-15,House,2,"Subcommittee: Latham, Croken and Kniff McCulla. H.J. 81."
1918505,2025-01-16,House,3,"Subcommittee Meeting: 01/21/2025 12:30PM House Lounge 2."
1918505,2025-01-21,House,4,"Subcommittee recommends passage."
1918505,2025-02-11,House,5,"Committee report, recommending passage. H.J. 298."
1918505,2025-02-11,House,6,"Committee vote: Yeas, 16. Nays, 4. H.J. 298."
1918505,2025-03-05,House,7,"Committee report approving bill, renumbered as HF 760."
1918514,2025-01-14,Senate,1,"Introduced, referred to Veterans Affairs. S.J. 68."
1918514,2025-01-15,Senate,2,"Subcommittee: Salmon, Dotzler, and Warme. S.J. 91."
1918514,2025-01-21,Senate,3,"Subcommittee Meeting: 01/22/2025 2:30PM Room 217 Conference Room."
1918514,2025-01-22,Senate,4,"Subcommittee recommends passage."
1918514,2025-01-29,Senate,5,"Committee report approving bill, renumbered as SF 151. S.J. 164."
